feature,year,gender,number_of_jobs,median_income
40 to 52 weeks,2018-19,Persons,92.75,57055.0
40 to 52 weeks,2019-20,Persons,93.081,57462.0
40 to 52 weeks,2020-21,Persons,96.324,61022.0
40 to 52 weeks,2021-22,Persons,96.233,61291.0
1 to 13 weeks,2017-18,Males,13.113,4694.0
1 to 13 weeks,2018-19,Males,12.518,5141.0
1 to 13 weeks,2019-20,Males,9.346,4913.0
1 to 13 weeks,2020-21,Males,11.2,5113.0
1 to 13 weeks,2021-22,Males,13.995,5201.0
14 to 26 weeks,2017-18,Males,9.289,19335.0
14 to 26 weeks,2018-19,Males,9.787,18305.0
14 to 26 weeks,2019-20,Males,9.638,17303.0
14 to 26 weeks,2020-21,Males,9.625,18355.0
14 to 26 weeks,2021-22,Males,11.994,19170.0
27 to 39 weeks,2017-18,Males,6.877,32856.0
27 to 39 weeks,2018-19,Males,8.021,30006.0
27 to 39 weeks,2019-20,Males,7.637,27872.0
27 to 39 weeks,2020-21,Males,7.245,29477.0
27 to 39 weeks,2021-22,Males,8.867,30723.0
40 to 52 weeks,2017-18,Males,41.19,58559.0
40 to 52 weeks,2018-19,Males,43.731,61003.0
40 to 52 weeks,2019-20,Males,46.489,61574.0
40 to 52 weeks,2020-21,Males,45.183,65864.0
40 to 52 weeks,2021-22,Males,45.253,67431.0
1 to 13 weeks,2017-18,Females,10.198,3458.0
1 to 13 weeks,2018-19,Females,9.81,3779.0
1 to 13 weeks,2019-20,Females,6.891,4135.0
1 to 13 weeks,2020-21,Females,8.966,3863.0
1 to 13 weeks,2021-22,Females,12.334,3649.0
14 to 26 weeks,2017-18,Females,7.983,14189.0
14 to 26 weeks,2018-19,Females,8.355,14332.0
14 to 26 weeks,2019-20,Females,8.049,13401.0
14 to 26 weeks,2020-21,Females,8.359,14390.0
14 to 26 weeks,2021-22,Females,11.187,13777.0
27 to 39 weeks,2017-18,Females,6.057,23483.0
27 to 39 weeks,2018-19,Females,6.74,22323.0
27 to 39 weeks,2019-20,Females,6.616,20253.0
27 to 39 weeks,2020-21,Females,6.248,23138.0
27 to 39 weeks,2021-22,Females,8.623,20523.0
40 to 52 weeks,2017-18,Females,36.808,45212.0
40 to 52 weeks,2018-19,Females,39.352,47281.0
40 to 52 weeks,2019-20,Females,41.778,47899.0
40 to 52 weeks,2020-21,Females,40.874,51735.0
40 to 52 weeks,2021-22,Females,42.233,51543.0
1 to 13 weeks,2017-18,Persons,23.314,4103.0
1 to 13 weeks,2018-19,Persons,22.328,4540.0
1 to 13 weeks,2019-20,Persons,16.239,4556.0
1 to 13 weeks,2020-21,Persons,20.166,4522.0
1 to 13 weeks,2021-22,Persons,26.332,4408.0
14 to 26 weeks,2017-18,Persons,17.271,16917.0
14 to 26 weeks,2018-19,Persons,18.145,16447.0
14 to 26 weeks,2019-20,Persons,17.692,15398.0
14 to 26 weeks,2020-21,Persons,17.985,16340.0
14 to 26 weeks,2021-22,Persons,23.18,16464.0
27 to 39 weeks,2017-18,Persons,12.934,28502.0
27 to 39 weeks,2018-19,Persons,14.763,26274.0
27 to 39 weeks,2019-20,Persons,14.253,24337.0
27 to 39 weeks,2020-21,Persons,13.495,26250.0
27 to 39 weeks,2021-22,Persons,17.493,25676.0
40 to 52 weeks,2017-18,Persons,77.996,51752.0
40 to 52 weeks,2018-19,Persons,83.08,54029.0
40 to 52 weeks,2019-20,Persons,88.265,54753.0
40 to 52 weeks,2020-21,Persons,86.062,58752.0
40 to 52 weeks,2021-22,Persons,87.49,59524.0
1 to 13 weeks,2017-18,Males,23.541,4681.0
1 to 13 weeks,2018-19,Males,21.794,5003.0
1 to 13 weeks,2019-20,Males,16.482,4908.0
1 to 13 weeks,2020-21,Males,21.472,4841.0
1 to 13 weeks,2021-22,Males,24.76,5184.0
14 to 26 weeks,2017-18,Males,14.988,18780.0
14 to 26 weeks,2018-19,Males,15.591,17775.0
14 to 26 weeks,2019-20,Males,14.901,16958.0
14 to 26 weeks,2020-21,Males,16.018,17743.0
14 to 26 weeks,2021-22,Males,18.772,18877.0
27 to 39 weeks,2017-18,Males,10.508,31359.0
27 to 39 weeks,2018-19,Males,12.047,29365.0
27 to 39 weeks,2019-20,Males,11.31,26563.0
27 to 39 weeks,2020-21,Males,12.117,28403.0
27 to 39 weeks,2021-22,Males,13.569,30733.0
40 to 52 weeks,2017-18,Males,65.518,57574.0
40 to 52 weeks,2018-19,Males,66.972,58977.0
40 to 52 weeks,2019-20,Males,70.547,58862.0
40 to 52 weeks,2020-21,Males,70.554,62082.0
40 to 52 weeks,2021-22,Males,71.779,64790.0
1 to 13 weeks,2017-18,Females,15.65,3002.0
1 to 13 weeks,2018-19,Females,15.291,3423.0
1 to 13 weeks,2019-20,Females,11.444,3427.0
1 to 13 weeks,2020-21,Females,16.122,3442.0
1 to 13 weeks,2021-22,Females,20.839,3266.0
14 to 26 weeks,2017-18,Females,11.512,12673.0
14 to 26 weeks,2018-19,Females,12.175,13295.0
14 to 26 weeks,2019-20,Females,11.695,12609.0
14 to 26 weeks,2020-21,Females,13.173,13239.0
14 to 26 weeks,2021-22,Females,16.641,13625.0
27 to 39 weeks,2017-18,Females,8.439,21739.0
27 to 39 weeks,2018-19,Females,9.494,22371.0
27 to 39 weeks,2019-20,Females,9.032,20208.0
27 to 39 weeks,2020-21,Females,9.978,21791.0
27 to 39 weeks,2021-22,Females,12.057,22899.0
40 to 52 weeks,2017-18,Females,58.93,43574.0
40 to 52 weeks,2018-19,Females,60.788,45001.0
40 to 52 weeks,2019-20,Females,63.701,45816.0
40 to 52 weeks,2020-21,Females,64.03,48606.0
40 to 52 weeks,2021-22,Females,65.764,49328.0
1 to 13 weeks,2017-18,Persons,39.195,3901.0
1 to 13 weeks,2018-19,Persons,37.085,4291.0
1 to 13 weeks,2019-20,Persons,27.925,4259.0
1 to 13 weeks,2020-21,Persons,37.592,4167.0
1 to 13 weeks,2021-22,Persons,45.602,4200.0
14 to 26 weeks,2017-18,Persons,26.501,15829.0
14 to 26 weeks,2018-19,Persons,27.765,15613.0
14 to 26 weeks,2019-20,Persons,26.598,14901.0
14 to 26 weeks,2020-21,Persons,29.191,15443.0
14 to 26 weeks,2021-22,Persons,35.412,16199.0
27 to 39 weeks,2017-18,Persons,18.951,26756.0
27 to 39 weeks,2018-19,Persons,21.541,25949.0
27 to 39 weeks,2019-20,Persons,20.341,23392.0
27 to 39 weeks,2020-21,Persons,22.094,25114.0
27 to 39 weeks,2021-22,Persons,25.632,26838.0
40 to 52 weeks,2017-18,Persons,124.447,50108.0
40 to 52 weeks,2018-19,Persons,127.761,51633.0
40 to 52 weeks,2019-20,Persons,134.249,51867.0
40 to 52 weeks,2020-21,Persons,134.588,54972.0
40 to 52 weeks,2021-22,Persons,137.542,56611.0
1 to 13 weeks,2017-18,Males,1.307,4054.0
1 to 13 weeks,2018-19,Males,1.218,4977.0
1 to 13 weeks,2019-20,Males,0.878,5092.0
1 to 13 weeks,2020-21,Males,0.986,5463.0
1 to 13 weeks,2021-22,Males,1.091,5901.0
14 to 26 weeks,2017-18,Males,0.888,20281.0
14 to 26 weeks,2018-19,Males,0.873,21040.0
14 to 26 weeks,2019-20,Males,0.867,16142.0
14 to 26 weeks,2020-21,Males,0.801,17503.0
14 to 26 weeks,2021-22,Males,0.967,20911.0
27 to 39 weeks,2017-18,Males,0.708,29532.0
27 to 39 weeks,2018-19,Males,0.741,27394.0
27 to 39 weeks,2019-20,Males,0.742,19039.0
27 to 39 weeks,2020-21,Males,0.61,28247.0
27 to 39 weeks,2021-22,Males,0.702,32547.0
40 to 52 weeks,2017-18,Males,4.364,54604.0
40 to 52 weeks,2018-19,Males,4.443,56286.0
40 to 52 weeks,2019-20,Males,4.631,56028.0
40 to 52 weeks,2020-21,Males,4.516,61395.0
40 to 52 weeks,2021-22,Males,4.433,63738.0
1 to 13 weeks,2017-18,Females,0.823,3042.0
1 to 13 weeks,2018-19,Females,0.88,2709.0
1 to 13 weeks,2019-20,Females,0.588,4232.0
1 to 13 weeks,2020-21,Females,0.752,3455.0
1 to 13 weeks,2021-22,Females,0.939,3138.0
14 to 26 weeks,2017-18,Females,0.704,12327.0
14 to 26 weeks,2018-19,Females,0.717,12198.0
14 to 26 weeks,2019-20,Females,0.747,11210.0
14 to 26 weeks,2020-21,Females,0.727,12308.0
14 to 26 weeks,2021-22,Females,0.808,13727.0
27 to 39 weeks,2017-18,Females,0.514,16043.0
27 to 39 weeks,2018-19,Females,0.597,16268.0
27 to 39 weeks,2019-20,Females,0.623,14197.0
27 to 39 weeks,2020-21,Females,0.607,21061.0
27 to 39 weeks,2021-22,Females,0.624,22150.0
40 to 52 weeks,2017-18,Females,3.589,38935.0
40 to 52 weeks,2018-19,Females,3.723,38738.0
40 to 52 weeks,2019-20,Females,3.842,40703.0
40 to 52 weeks,2020-21,Females,3.841,45187.0
40 to 52 weeks,2021-22,Females,3.91,45431.0
1 to 13 weeks,2017-18,Persons,2.131,3589.0
1 to 13 weeks,2018-19,Persons,2.099,3770.0
1 to 13 weeks,2019-20,Persons,1.461,4751.0
1 to 13 weeks,2020-21,Persons,1.737,4450.0
1 to 13 weeks,2021-22,Persons,2.028,4596.0
14 to 26 weeks,2017-18,Persons,1.595,16274.0
14 to 26 weeks,2018-19,Persons,1.59,16537.0
14 to 26 weeks,2019-20,Persons,1.61,13473.0
14 to 26 weeks,2020-21,Persons,1.534,14805.0
14 to 26 weeks,2021-22,Persons,1.778,16983.0
27 to 39 weeks,2017-18,Persons,1.221,23530.0
27 to 39 weeks,2018-19,Persons,1.339,21275.0
27 to 39 weeks,2019-20,Persons,1.37,16053.0
27 to 39 weeks,2020-21,Persons,1.219,24445.0
27 to 39 weeks,2021-22,Persons,1.326,27300.0
40 to 52 weeks,2017-18,Persons,7.95,46799.0
40 to 52 weeks,2018-19,Persons,8.163,47885.0
40 to 52 weeks,2019-20,Persons,8.473,48554.0
40 to 52 weeks,2020-21,Persons,8.353,53661.0
40 to 52 weeks,2021-22,Persons,8.345,54435.0
1 to 13 weeks,2017-18,Males,12.482,6897.0
1 to 13 weeks,2018-19,Males,10.728,7326.0
1 to 13 weeks,2019-20,Males,8.251,7573.0
1 to 13 weeks,2020-21,Males,10.164,7895.0
1 to 13 weeks,2021-22,Males,11.21,8593.0
14 to 26 weeks,2017-18,Males,8.023,25207.0
14 to 26 weeks,2018-19,Males,7.928,24844.0
14 to 26 weeks,2019-20,Males,7.801,23712.0
14 to 26 weeks,2020-21,Males,8.272,26255.0
14 to 26 weeks,2021-22,Males,9.511,28371.0
27 to 39 weeks,2017-18,Males,5.88,40245.0
27 to 39 weeks,2018-19,Males,6.198,38015.0
27 to 39 weeks,2019-20,Males,5.994,33416.0
27 to 39 weeks,2020-21,Males,6.259,38170.0
27 to 39 weeks,2021-22,Males,6.902,44369.0
40 to 52 weeks,2017-18,Males,31.83,69997.0
40 to 52 weeks,2018-19,Males,32.489,70907.0
40 to 52 weeks,2019-20,Males,33.92,72248.0
40 to 52 weeks,2020-21,Males,33.683,77579.0
40 to 52 weeks,2021-22,Males,32.95,82996.0
1 to 13 weeks,2017-18,Females,6.492,3614.0
1 to 13 weeks,2018-19,Females,5.962,3851.0
1 to 13 weeks,2019-20,Females,4.65,3847.0
1 to 13 weeks,2020-21,Females,6.492,3679.0
1 to 13 weeks,2021-22,Females,7.848,4087.0
14 to 26 weeks,2017-18,Females,4.953,13987.0
14 to 26 weeks,2018-19,Females,4.747,13901.0
14 to 26 weeks,2019-20,Females,4.907,13651.0
14 to 26 weeks,2020-21,Females,5.51,14475.0
14 to 26 weeks,2021-22,Females,6.928,15047.0
27 to 39 weeks,2017-18,Females,3.705,21812.0
27 to 39 weeks,2018-19,Females,3.824,21005.0
27 to 39 weeks,2019-20,Females,3.91,20505.0
27 to 39 weeks,2020-21,Females,4.389,22730.0
27 to 39 weeks,2021-22,Females,4.959,24134.0
40 to 52 weeks,2017-18,Females,23.213,44671.0
40 to 52 weeks,2018-19,Females,23.858,45413.0
40 to 52 weeks,2019-20,Females,24.486,46305.0
40 to 52 weeks,2020-21,Females,24.578,49280.0
40 to 52 weeks,2021-22,Females,25.65,47827.0
1 to 13 weeks,2017-18,Persons,18.97,5467.0
1 to 13 weeks,2018-19,Persons,16.686,5806.0
1 to 13 weeks,2019-20,Persons,12.902,6126.0
1 to 13 weeks,2020-21,Persons,16.652,5954.0
1 to 13 weeks,2021-22,Persons,19.062,6428.0
14 to 26 weeks,2017-18,Persons,12.977,20020.0
14 to 26 weeks,2018-19,Persons,12.678,19780.0
14 to 26 weeks,2019-20,Persons,12.704,18772.0
14 to 26 weeks,2020-21,Persons,13.784,20277.0
14 to 26 weeks,2021-22,Persons,16.438,21572.0
27 to 39 weeks,2017-18,Persons,9.585,31458.0
27 to 39 weeks,2018-19,Persons,10.023,29951.0
27 to 39 weeks,2019-20,Persons,9.902,27229.0
27 to 39 weeks,2020-21,Persons,10.652,30016.0
27 to 39 weeks,2021-22,Persons,11.86,33959.0
40 to 52 weeks,2017-18,Persons,55.043,56241.0
40 to 52 weeks,2018-19,Persons,56.344,57406.0
40 to 52 weeks,2019-20,Persons,58.401,58533.0
40 to 52 weeks,2020-21,Persons,58.254,62500.0
40 to 52 weeks,2021-22,Persons,58.597,64262.0
1 to 13 weeks,2017-18,Males,0.324,4925.0
1 to 13 weeks,2018-19,Males,0.295,5359.0
1 to 13 weeks,2019-20,Males,0.227,5208.0
1 to 13 weeks,2020-21,Males,0.293,5418.0
1 to 13 weeks,2021-22,Males,0.321,5963.0
14 to 26 weeks,2017-18,Males,0.233,16298.0
14 to 26 weeks,2018-19,Males,0.254,18267.0
14 to 26 weeks,2019-20,Males,0.249,17377.0
14 to 26 weeks,2020-21,Males,0.236,17634.0
14 to 26 weeks,2021-22,Males,0.282,18008.0
27 to 39 weeks,2017-18,Males,0.164,28031.0
27 to 39 weeks,2018-19,Males,0.209,30092.0
27 to 39 weeks,2019-20,Males,0.209,24469.0
27 to 39 weeks,2020-21,Males,0.197,32027.0
27 to 39 weeks,2021-22,Males,0.222,36376.0
40 to 52 weeks,2017-18,Males,1.304,56778.0
40 to 52 weeks,2018-19,Males,1.34,60996.0
40 to 52 weeks,2019-20,Males,1.381,60612.0
40 to 52 weeks,2020-21,Males,1.43,63692.0
40 to 52 weeks,2021-22,Males,1.425,66863.0
1 to 13 weeks,2017-18,Females,0.231,3573.0
1 to 13 weeks,2018-19,Females,0.248,3301.0
1 to 13 weeks,2019-20,Females,0.192,4585.0
1 to 13 weeks,2020-21,Females,0.234,4358.0
1 to 13 weeks,2021-22,Females,0.301,3534.0
14 to 26 weeks,2017-18,Females,0.226,8622.0
14 to 26 weeks,2018-19,Females,0.234,11232.0
14 to 26 weeks,2019-20,Females,0.202,13984.0
14 to 26 weeks,2020-21,Females,0.209,14109.0
14 to 26 weeks,2021-22,Females,0.277,12554.0
27 to 39 weeks,2017-18,Females,0.168,19433.0
27 to 39 weeks,2018-19,Females,0.189,20269.0
27 to 39 weeks,2019-20,Females,0.17,11632.0
27 to 39 weeks,2020-21,Females,0.169,22034.0
27 to 39 weeks,2021-22,Females,0.201,18492.0
40 to 52 weeks,2017-18,Females,1.17,36696.0
40 to 52 weeks,2018-19,Females,1.174,40037.0
40 to 52 weeks,2019-20,Females,1.218,40734.0
40 to 52 weeks,2020-21,Females,1.201,46006.0
40 to 52 weeks,2021-22,Females,1.288,46950.0
1 to 13 weeks,2017-18,Persons,0.553,4146.0
1 to 13 weeks,2018-19,Persons,0.543,4343.0
1 to 13 weeks,2019-20,Persons,0.419,4977.0
1 to 13 weeks,2020-21,Persons,0.533,4828.0
1 to 13 weeks,2021-22,Persons,0.619,4731.0
14 to 26 weeks,2017-18,Persons,0.454,13701.0
14 to 26 weeks,2018-19,Persons,0.48,15036.0
14 to 26 weeks,2019-20,Persons,0.449,16207.0
14 to 26 weeks,2020-21,Persons,0.45,15573.0
14 to 26 weeks,2021-22,Persons,0.567,15393.0
27 to 39 weeks,2017-18,Persons,0.329,24311.0
27 to 39 weeks,2018-19,Persons,0.395,24268.0
27 to 39 weeks,2019-20,Persons,0.379,19132.0
27 to 39 weeks,2020-21,Persons,0.366,27417.0
27 to 39 weeks,2021-22,Persons,0.425,27531.0
40 to 52 weeks,2017-18,Persons,2.473,48686.0
40 to 52 weeks,2018-19,Persons,2.512,51599.0
40 to 52 weeks,2019-20,Persons,2.6,51420.0
40 to 52 weeks,2020-21,Persons,2.635,56049.0
40 to 52 weeks,2021-22,Persons,2.714,57286.0
1 to 13 weeks,2017-18,Males,0.8,5962.0
1 to 13 weeks,2018-19,Males,0.717,5812.0
1 to 13 weeks,2019-20,Males,0.413,6840.0
1 to 13 weeks,2020-21,Males,0.506,5639.0
1 to 13 weeks,2021-22,Males,0.53,6591.0
14 to 26 weeks,2017-18,Males,0.514,23501.0
14 to 26 weeks,2018-19,Males,0.496,21882.0
14 to 26 weeks,2019-20,Males,0.391,18625.0
14 to 26 weeks,2020-21,Males,0.4,20139.0
14 to 26 weeks,2021-22,Males,0.447,24805.0
27 to 39 weeks,2017-18,Males,0.338,42231.0
27 to 39 weeks,2018-19,Males,0.388,33267.0
27 to 39 weeks,2019-20,Males,0.307,27149.0
27 to 39 weeks,2020-21,Males,0.279,33458.0
27 to 39 weeks,2021-22,Males,0.297,36626.0
40 to 52 weeks,2017-18,Males,1.926,66491.0
40 to 52 weeks,2018-19,Males,1.805,67415.0
40 to 52 weeks,2019-20,Males,1.811,67940.0
40 to 52 weeks,2020-21,Males,1.757,74934.0
40 to 52 weeks,2021-22,Males,1.676,76253.0
1 to 13 weeks,2017-18,Females,0.62,4284.0
1 to 13 weeks,2018-19,Females,0.5,5004.0
1 to 13 weeks,2019-20,Females,0.335,5234.0
1 to 13 weeks,2020-21,Females,0.443,4855.0
1 to 13 weeks,2021-22,Females,0.473,4624.0
14 to 26 weeks,2017-18,Females,0.441,17199.0
14 to 26 weeks,2018-19,Females,0.457,16457.0
14 to 26 weeks,2019-20,Females,0.361,16650.0
14 to 26 weeks,2020-21,Females,0.358,16588.0
14 to 26 weeks,2021-22,Females,0.429,19577.0
27 to 39 weeks,2017-18,Females,0.33,30499.0
27 to 39 weeks,2018-19,Females,0.318,28162.0
27 to 39 weeks,2019-20,Females,0.257,26299.0
27 to 39 weeks,2020-21,Females,0.25,32594.0
27 to 39 weeks,2021-22,Females,0.28,32201.0
40 to 52 weeks,2017-18,Females,1.745,53488.0
40 to 52 weeks,2018-19,Females,1.713,55255.0
40 to 52 weeks,2019-20,Females,1.726,58160.0
40 to 52 weeks,2020-21,Females,1.623,61957.0
40 to 52 weeks,2021-22,Females,1.56,65098.0
1 to 13 weeks,2017-18,Persons,1.415,5178.0
1 to 13 weeks,2018-19,Persons,1.217,5403.0
1 to 13 weeks,2019-20,Persons,0.75,5824.0
1 to 13 weeks,2020-21,Persons,0.949,5283.0
1 to 13 weeks,2021-22,Persons,1.007,5689.0
14 to 26 weeks,2017-18,Persons,0.948,20038.0
14 to 26 weeks,2018-19,Persons,0.955,18629.0
14 to 26 weeks,2019-20,Persons,0.755,17758.0
14 to 26 weeks,2020-21,Persons,0.756,18178.0
14 to 26 weeks,2021-22,Persons,0.875,22159.0
27 to 39 weeks,2017-18,Persons,0.666,35384.0
27 to 39 weeks,2018-19,Persons,0.702,30853.0
27 to 39 weeks,2019-20,Persons,0.567,26603.0
27 to 39 weeks,2020-21,Persons,0.534,32912.0
27 to 39 weeks,2021-22,Persons,0.572,35120.0
40 to 52 weeks,2017-18,Persons,3.665,60013.0
40 to 52 weeks,2018-19,Persons,3.521,61705.0
40 to 52 weeks,2019-20,Persons,3.537,63041.0
40 to 52 weeks,2020-21,Persons,3.385,67105.0
40 to 52 weeks,2021-22,Persons,3.233,70389.0
1 to 13 weeks,2017-18,Males,0.379,4648.0
1 to 13 weeks,2018-19,Males,0.361,4784.0
1 to 13 weeks,2019-20,Males,0.273,5669.0
1 to 13 weeks,2020-21,Males,0.342,5802.0
1 to 13 weeks,2021-22,Males,0.431,6854.0
14 to 26 weeks,2017-18,Males,0.302,16849.0
14 to 26 weeks,2018-19,Males,0.311,19922.0
14 to 26 weeks,2019-20,Males,0.292,19293.0
14 to 26 weeks,2020-21,Males,0.355,20033.0
14 to 26 weeks,2021-22,Males,0.36,21861.0
27 to 39 weeks,2017-18,Males,0.214,33859.0
27 to 39 weeks,2018-19,Males,0.261,28747.0
27 to 39 weeks,2019-20,Males,0.23,34645.0
27 to 39 weeks,2020-21,Males,0.249,30132.0
27 to 39 weeks,2021-22,Males,0.244,35993.0
40 to 52 weeks,2017-18,Males,1.527,68451.0
40 to 52 weeks,2018-19,Males,1.649,69999.0
40 to 52 weeks,2019-20,Males,1.682,70731.0
40 to 52 weeks,2020-21,Males,1.729,75233.0
40 to 52 weeks,2021-22,Males,1.708,76444.0
1 to 13 weeks,2017-18,Females,0.326,3646.0
1 to 13 weeks,2018-19,Females,0.315,3289.0
1 to 13 weeks,2019-20,Females,0.214,4330.0
1 to 13 weeks,2020-21,Females,0.294,4301.0
1 to 13 weeks,2021-22,Females,0.304,3250.0
14 to 26 weeks,2017-18,Females,0.3,14850.0
14 to 26 weeks,2018-19,Females,0.296,14143.0
14 to 26 weeks,2019-20,Females,0.265,15231.0
14 to 26 weeks,2020-21,Females,0.26,17175.0
14 to 26 weeks,2021-22,Females,0.298,18151.0
27 to 39 weeks,2017-18,Females,0.195,26635.0
27 to 39 weeks,2018-19,Females,0.225,19011.0
27 to 39 weeks,2019-20,Females,0.219,23019.0
27 to 39 weeks,2020-21,Females,0.21,24233.0
27 to 39 weeks,2021-22,Females,0.214,26711.0
40 to 52 weeks,2017-18,Females,1.451,50115.0
40 to 52 weeks,2018-19,Females,1.5,52069.0
40 to 52 weeks,2019-20,Females,1.555,53346.0
40 to 52 weeks,2020-21,Females,1.546,62229.0
40 to 52 weeks,2021-22,Females,1.544,61972.0
1 to 13 weeks,2017-18,Persons,0.707,4048.0
1 to 13 weeks,2018-19,Persons,0.68,4159.0
1 to 13 weeks,2019-20,Persons,0.486,4881.0
1 to 13 weeks,2020-21,Persons,0.633,5207.0
1 to 13 weeks,2021-22,Persons,0.737,5104.0
14 to 26 weeks,2017-18,Persons,0.595,15860.0
14 to 26 weeks,2018-19,Persons,0.608,17506.0
14 to 26 weeks,2019-20,Persons,0.561,17324.0
14 to 26 weeks,2020-21,Persons,0.621,18559.0
14 to 26 weeks,2021-22,Persons,0.664,20806.0
27 to 39 weeks,2017-18,Persons,0.411,30015.0
27 to 39 weeks,2018-19,Persons,0.485,25357.0
27 to 39 weeks,2019-20,Persons,0.447,29370.0
27 to 39 weeks,2020-21,Persons,0.458,28194.0
27 to 39 weeks,2021-22,Persons,0.452,31800.0
40 to 52 weeks,2017-18,Persons,2.978,59967.0
40 to 52 weeks,2018-19,Persons,3.151,61778.0
40 to 52 weeks,2019-20,Persons,3.236,61819.0
40 to 52 weeks,2020-21,Persons,3.273,68049.0
40 to 52 weeks,2021-22,Persons,3.259,68846.0
1 to 13 weeks,2017-18,Males,243.414,2966.0
1 to 13 weeks,2018-19,Males,238.533,3108.0
1 to 13 weeks,2019-20,Males,194.743,2997.0
1 to 13 weeks,2020-21,Males,205.787,3373.0
1 to 13 weeks,2021-22,Males,252.464,3657.0
14 to 26 weeks,2017-18,Males,146.997,12260.0
14 to 26 weeks,2018-19,Males,165.862,11437.0
14 to 26 weeks,2019-20,Males,179.226,9613.0
14 to 26 weeks,2020-21,Males,158.081,11500.0
14 to 26 weeks,2021-22,Males,203.967,13017.0
27 to 39 weeks,2017-18,Males,98.296,17814.0
27 to 39 weeks,2018-19,Males,122.961,15638.0
27 to 39 weeks,2019-20,Males,142.184,12856.0
27 to 39 weeks,2020-21,Males,127.034,16293.0
27 to 39 weeks,2021-22,Males,135.235,21714.0
40 to 52 weeks,2017-18,Males,442.45,36151.0
40 to 52 weeks,2018-19,Males,500.193,34794.0
40 to 52 weeks,2019-20,Males,560.125,33635.0
40 to 52 weeks,2020-21,Males,541.755,39987.0
40 to 52 weeks,2021-22,Males,531.615,45009.0
1 to 13 weeks,2017-18,Females,195.215,2397.0
1 to 13 weeks,2018-19,Females,201.001,2497.0
1 to 13 weeks,2019-20,Females,164.677,2446.0
1 to 13 weeks,2020-21,Females,178.178,2654.0
1 to 13 weeks,2021-22,Females,224.035,2783.0
14 to 26 weeks,2017-18,Females,126.367,9541.0
14 to 26 weeks,2018-19,Females,145.524,9081.0
14 to 26 weeks,2019-20,Females,158.968,7331.0
14 to 26 weeks,2020-21,Females,142.095,9273.0
14 to 26 weeks,2021-22,Females,182.43,10096.0
27 to 39 weeks,2017-18,Females,81.765,13616.0
27 to 39 weeks,2018-19,Females,103.931,12676.0
27 to 39 weeks,2019-20,Females,125.932,9964.0
27 to 39 weeks,2020-21,Females,111.283,13854.0
27 to 39 weeks,2021-22,Females,123.523,16553.0
40 to 52 weeks,2017-18,Females,360.905,26287.0
40 to 52 weeks,2018-19,Females,414.637,25756.0
40 to 52 weeks,2019-20,Females,467.177,25159.0
40 to 52 weeks,2020-21,Females,446.766,31652.0
40 to 52 weeks,2021-22,Females,455.885,34497.0
1 to 13 weeks,2017-18,Persons,438.624,2692.0
1 to 13 weeks,2018-19,Persons,439.533,2807.0
1 to 13 weeks,2019-20,Persons,359.425,2721.0
1 to 13 weeks,2020-21,Persons,383.982,3012.0
1 to 13 weeks,2021-22,Persons,476.544,3209.0
14 to 26 weeks,2017-18,Persons,273.365,10850.0
14 to 26 weeks,2018-19,Persons,311.389,10213.0
14 to 26 weeks,2019-20,Persons,338.19,8426.0
14 to 26 weeks,2020-21,Persons,300.192,10358.0
14 to 26 weeks,2021-22,Persons,386.434,11537.0
27 to 39 weeks,2017-18,Persons,180.061,15606.0
27 to 39 weeks,2018-19,Persons,226.893,14153.0
27 to 39 weeks,2019-20,Persons,268.117,11368.0
27 to 39 weeks,2020-21,Persons,238.341,15037.0
27 to 39 weeks,2021-22,Persons,258.774,18994.0
40 to 52 weeks,2017-18,Persons,803.357,30805.0
40 to 52 weeks,2018-19,Persons,914.836,29951.0
40 to 52 weeks,2019-20,Persons,1027.298,29149.0
40 to 52 weeks,2020-21,Persons,988.569,35690.0
40 to 52 weeks,2021-22,Persons,987.557,39861.0
1 to 13 weeks,2017-18,Males,78.18,2899.0
1 to 13 weeks,2018-19,Males,75.439,3036.0
1 to 13 weeks,2019-20,Males,59.784,3018.0
1 to 13 weeks,2020-21,Males,61.405,3245.0
1 to 13 weeks,2021-22,Males,72.414,3432.0
14 to 26 weeks,2017-18,Males,47.815,11763.0
14 to 26 weeks,2018-19,Males,53.396,10915.0
14 to 26 weeks,2019-20,Males,55.022,9543.0
14 to 26 weeks,2020-21,Males,45.683,11002.0
14 to 26 weeks,2021-22,Males,60.357,11895.0
27 to 39 weeks,2017-18,Males,32.523,17002.0
27 to 39 weeks,2018-19,Males,40.17,15358.0
27 to 39 weeks,2019-20,Males,45.162,13026.0
27 to 39 weeks,2020-21,Males,37.779,16009.0
27 to 39 weeks,2021-22,Males,40.147,20223.0
40 to 52 weeks,2017-18,Males,142.212,33217.0
40 to 52 weeks,2018-19,Males,164.177,32289.0
40 to 52 weeks,2019-20,Males,182.523,32024.0
40 to 52 weeks,2020-21,Males,173.493,38061.0
40 to 52 weeks,2021-22,Males,161.817,42623.0
1 to 13 weeks,2017-18,Females,64.991,2452.0
1 to 13 weeks,2018-19,Females,65.53,2522.0
1 to 13 weeks,2019-20,Females,51.641,2522.0
1 to 13 weeks,2020-21,Females,53.311,2652.0
1 to 13 weeks,2021-22,Females,63.759,2815.0
14 to 26 weeks,2017-18,Females,42.153,9754.0
14 to 26 weeks,2018-19,Females,48.614,9112.0
